fluorescence,negCTRL,posCTRL,dose_ug,ENDO,HAPI
28386,FALSE,FALSE,0.002,TRUE,TRUE
26676,FALSE,FALSE,0.002,TRUE,TRUE
25043,FALSE,FALSE,0.002,TRUE,TRUE
21517,FALSE,FALSE,0.002,TRUE,TRUE
22307,FALSE,FALSE,0.002,TRUE,TRUE
60269,FALSE,FALSE,0.002,TRUE,TRUE
48124,FALSE,FALSE,0.002,TRUE,TRUE
39047,FALSE,FALSE,0.002,TRUE,TRUE
31915,FALSE,FALSE,0.002,TRUE,TRUE
28593,FALSE,FALSE,0.002,TRUE,TRUE
25769,FALSE,FALSE,0.002,TRUE,TRUE
25241,FALSE,FALSE,0.002,TRUE,TRUE
25430,FALSE,FALSE,0.002,TRUE,TRUE
33510,FALSE,FALSE,0.002,TRUE,TRUE
33489,FALSE,FALSE,0.002,TRUE,TRUE
36075,FALSE,FALSE,0.002,TRUE,TRUE
34542,FALSE,FALSE,0.002,TRUE,TRUE
33377,FALSE,FALSE,0.002,TRUE,TRUE
33184,FALSE,FALSE,0.002,TRUE,TRUE
32558,FALSE,FALSE,0.002,TRUE,TRUE
23606,FALSE,FALSE,0.002,TRUE,TRUE
52258,FALSE,FALSE,0.002,TRUE,TRUE
53252,FALSE,FALSE,0.002,TRUE,TRUE
41671,FALSE,FALSE,0.002,TRUE,TRUE
34244,FALSE,FALSE,0.002,TRUE,TRUE
27753,FALSE,FALSE,0.002,TRUE,TRUE
28262,FALSE,FALSE,0.002,TRUE,TRUE
23759,FALSE,FALSE,0.002,TRUE,TRUE
21690,FALSE,FALSE,0.002,TRUE,TRUE
58400,FALSE,FALSE,0.002,TRUE,TRUE
62007,FALSE,FALSE,0.002,TRUE,TRUE
50200,FALSE,FALSE,0.002,TRUE,TRUE
40503,FALSE,FALSE,0.002,TRUE,TRUE
32931,FALSE,FALSE,0.002,TRUE,TRUE
31268,FALSE,FALSE,0.002,TRUE,TRUE
27966,FALSE,FALSE,0.002,TRUE,TRUE
33326,FALSE,FALSE,0.002,TRUE,TRUE
35164,FALSE,FALSE,0.002,TRUE,TRUE
39574,FALSE,FALSE,0.002,TRUE,TRUE
39177,FALSE,FALSE,0.002,TRUE,TRUE
38971,FALSE,FALSE,0.002,TRUE,TRUE
36208,FALSE,FALSE,0.002,TRUE,TRUE
36655,FALSE,FALSE,0.002,TRUE,TRUE
32619,FALSE,FALSE,0.002,TRUE,TRUE
30907,FALSE,FALSE,0.002,TRUE,TRUE
58271,FALSE,FALSE,1,TRUE,TRUE
53341,FALSE,FALSE,1,TRUE,TRUE
49376,FALSE,FALSE,1,TRUE,TRUE
39977,FALSE,FALSE,1,TRUE,TRUE
32276,FALSE,FALSE,1,TRUE,TRUE
27178,FALSE,FALSE,1,TRUE,TRUE
24731,FALSE,FALSE,1,TRUE,TRUE
24710,FALSE,FALSE,1,TRUE,TRUE
58920,FALSE,FALSE,1,TRUE,TRUE
62738,FALSE,FALSE,1,TRUE,TRUE
57450,FALSE,FALSE,1,TRUE,TRUE
46043,FALSE,FALSE,1,TRUE,TRUE
41599,FALSE,FALSE,1,TRUE,TRUE
35717,FALSE,FALSE,1,TRUE,TRUE
34630,FALSE,FALSE,1,TRUE,TRUE
27409,FALSE,FALSE,1,TRUE,TRUE
39821,FALSE,FALSE,1,TRUE,TRUE
40237,FALSE,FALSE,1,TRUE,TRUE
49469,FALSE,FALSE,1,TRUE,TRUE
42732,FALSE,FALSE,1,TRUE,TRUE
36080,FALSE,FALSE,1,TRUE,TRUE
33981,FALSE,FALSE,1,TRUE,TRUE
34667,FALSE,FALSE,1,TRUE,TRUE
29390,FALSE,FALSE,1,TRUE,TRUE
49768,FALSE,FALSE,1,TRUE,TRUE
52937,FALSE,FALSE,1,TRUE,TRUE
39042,FALSE,FALSE,1,TRUE,TRUE
38529,FALSE,FALSE,1,TRUE,TRUE
29537,FALSE,FALSE,1,TRUE,TRUE
28707,FALSE,FALSE,1,TRUE,TRUE
23060,FALSE,FALSE,1,TRUE,TRUE
21191,FALSE,FALSE,1,TRUE,TRUE
29378,FALSE,FALSE,1,TRUE,TRUE
62267,FALSE,FALSE,1,TRUE,TRUE
44471,FALSE,FALSE,1,TRUE,TRUE
45322,FALSE,FALSE,1,TRUE,TRUE
37831,FALSE,FALSE,1,TRUE,TRUE
33044,FALSE,FALSE,1,TRUE,TRUE
26917,FALSE,FALSE,1,TRUE,TRUE
24102,FALSE,FALSE,1,TRUE,TRUE
36695,FALSE,FALSE,1,TRUE,TRUE
40613,FALSE,FALSE,1,TRUE,TRUE
39773,FALSE,FALSE,1,TRUE,TRUE
44640,FALSE,FALSE,1,TRUE,TRUE
38896,FALSE,FALSE,1,TRUE,TRUE
37815,FALSE,FALSE,1,TRUE,TRUE
33323,FALSE,FALSE,1,TRUE,TRUE
32813,FALSE,FALSE,1,TRUE,TRUE
57779,FALSE,FALSE,20,TRUE,TRUE
59187,FALSE,FALSE,20,TRUE,TRUE
47015,FALSE,FALSE,20,TRUE,TRUE
42567,FALSE,FALSE,20,TRUE,TRUE
37946,FALSE,FALSE,20,TRUE,TRUE
38475,FALSE,FALSE,20,TRUE,TRUE
35222,FALSE,FALSE,20,TRUE,TRUE
29725,FALSE,FALSE,20,TRUE,TRUE
72916,FALSE,FALSE,20,TRUE,TRUE
77544,FALSE,FALSE,20,TRUE,TRUE
59637,FALSE,FALSE,20,TRUE,TRUE
54722,FALSE,FALSE,20,TRUE,TRUE
45166,FALSE,FALSE,20,TRUE,TRUE
38120,FALSE,FALSE,20,TRUE,TRUE
33817,FALSE,FALSE,20,TRUE,TRUE
32838,FALSE,FALSE,20,TRUE,TRUE
37173,FALSE,FALSE,20,TRUE,TRUE
46485,FALSE,FALSE,20,TRUE,TRUE
45278,FALSE,FALSE,20,TRUE,TRUE
49380,FALSE,FALSE,20,TRUE,TRUE
41470,FALSE,FALSE,20,TRUE,TRUE
40711,FALSE,FALSE,20,TRUE,TRUE
36824,FALSE,FALSE,20,TRUE,TRUE
36842,FALSE,FALSE,20,TRUE,TRUE
68179,FALSE,FALSE,20,TRUE,TRUE
79554,FALSE,FALSE,20,TRUE,TRUE
62382,FALSE,FALSE,20,TRUE,TRUE
55594,FALSE,FALSE,20,TRUE,TRUE
40214,FALSE,FALSE,20,TRUE,TRUE
37715,FALSE,FALSE,20,TRUE,TRUE
28312,FALSE,FALSE,20,TRUE,TRUE
31771,FALSE,FALSE,20,TRUE,TRUE
78000,FALSE,FALSE,20,TRUE,TRUE
71933,FALSE,FALSE,20,TRUE,TRUE
51193,FALSE,FALSE,20,TRUE,TRUE
56576,FALSE,FALSE,20,TRUE,TRUE
39958,FALSE,FALSE,20,TRUE,TRUE
35928,FALSE,FALSE,20,TRUE,TRUE
31178,FALSE,FALSE,20,TRUE,TRUE
28495,FALSE,FALSE,20,TRUE,TRUE
40671,FALSE,FALSE,20,TRUE,TRUE
45568,FALSE,FALSE,20,TRUE,TRUE
45174,FALSE,FALSE,20,TRUE,TRUE
45748,FALSE,FALSE,20,TRUE,TRUE
44623,FALSE,FALSE,20,TRUE,TRUE
40771,FALSE,FALSE,20,TRUE,TRUE
37368,FALSE,FALSE,20,TRUE,TRUE
38919,FALSE,FALSE,20,TRUE,TRUE
16642,TRUE,FALSE,0,FALSE,TRUE
14519,TRUE,FALSE,0,FALSE,TRUE
13104,TRUE,FALSE,0,FALSE,TRUE
10385,TRUE,FALSE,0,FALSE,TRUE
9765,TRUE,FALSE,0,FALSE,TRUE
7046,TRUE,FALSE,0,FALSE,TRUE
7979,TRUE,FALSE,0,FALSE,TRUE
7157,TRUE,FALSE,0,FALSE,TRUE
12893,TRUE,FALSE,0,FALSE,TRUE
10527,TRUE,FALSE,0,FALSE,TRUE
8394,TRUE,FALSE,0,FALSE,TRUE
9475,TRUE,FALSE,0,FALSE,TRUE
4031,TRUE,FALSE,0,FALSE,TRUE
5561,TRUE,FALSE,0,FALSE,TRUE
4575,TRUE,FALSE,0,FALSE,TRUE
6744,TRUE,FALSE,0,FALSE,TRUE
7167,TRUE,FALSE,0,FALSE,TRUE
7362,TRUE,FALSE,0,FALSE,TRUE
7028,TRUE,FALSE,0,FALSE,TRUE
7754,TRUE,FALSE,0,FALSE,TRUE
5781,TRUE,FALSE,0,FALSE,TRUE
6733,TRUE,FALSE,0,FALSE,TRUE
5963,TRUE,FALSE,0,FALSE,TRUE
20851,TRUE,FALSE,0,FALSE,TRUE
17959,TRUE,FALSE,0,FALSE,TRUE
12571,TRUE,FALSE,0,FALSE,TRUE
13247,TRUE,FALSE,0,FALSE,TRUE
12051,TRUE,FALSE,0,FALSE,TRUE
9335,TRUE,FALSE,0,FALSE,TRUE
7293,TRUE,FALSE,0,FALSE,TRUE
7639,TRUE,FALSE,0,FALSE,TRUE
10779,TRUE,FALSE,0,FALSE,TRUE
10181,TRUE,FALSE,0,FALSE,TRUE
7199,TRUE,FALSE,0,FALSE,TRUE
7952,TRUE,FALSE,0,FALSE,TRUE
6986,TRUE,FALSE,0,FALSE,TRUE
6590,TRUE,FALSE,0,FALSE,TRUE
6523,TRUE,FALSE,0,FALSE,TRUE
5574,TRUE,FALSE,0,FALSE,TRUE
7349,TRUE,FALSE,0,FALSE,TRUE
7410,TRUE,FALSE,0,FALSE,TRUE
6063,TRUE,FALSE,0,FALSE,TRUE
7362,TRUE,FALSE,0,FALSE,TRUE
6586,TRUE,FALSE,0,FALSE,TRUE
13817,TRUE,FALSE,0,FALSE,TRUE
15036,TRUE,FALSE,0,FALSE,TRUE
5346,TRUE,FALSE,0,FALSE,TRUE
50932,FALSE,TRUE,0,FALSE,TRUE
38509,FALSE,TRUE,0,FALSE,TRUE
28401,FALSE,TRUE,0,FALSE,TRUE
22681,FALSE,TRUE,0,FALSE,TRUE
24410,FALSE,TRUE,0,FALSE,TRUE
16900,FALSE,TRUE,0,FALSE,TRUE
18145,FALSE,TRUE,0,FALSE,TRUE
15154,FALSE,TRUE,0,FALSE,TRUE
20177,FALSE,TRUE,0,FALSE,TRUE
19971,FALSE,TRUE,0,FALSE,TRUE
24561,FALSE,TRUE,0,FALSE,TRUE
15684,FALSE,TRUE,0,FALSE,TRUE
20649,FALSE,TRUE,0,FALSE,TRUE
11865,FALSE,TRUE,0,FALSE,TRUE
12075,FALSE,TRUE,0,FALSE,TRUE
10973,FALSE,TRUE,0,FALSE,TRUE
16161,FALSE,TRUE,0,FALSE,TRUE
15080,FALSE,TRUE,0,FALSE,TRUE
16025,FALSE,TRUE,0,FALSE,TRUE
17274,FALSE,TRUE,0,FALSE,TRUE
24172,FALSE,TRUE,0,FALSE,TRUE
13625,FALSE,TRUE,0,FALSE,TRUE
14058,FALSE,TRUE,0,FALSE,TRUE
13882,FALSE,TRUE,0,FALSE,TRUE
40487,FALSE,TRUE,0,FALSE,TRUE
49472,FALSE,TRUE,0,FALSE,TRUE
25424,FALSE,TRUE,0,FALSE,TRUE
29024,FALSE,TRUE,0,FALSE,TRUE
24623,FALSE,TRUE,0,FALSE,TRUE
26877,FALSE,TRUE,0,FALSE,TRUE
17427,FALSE,TRUE,0,FALSE,TRUE
16486,FALSE,TRUE,0,FALSE,TRUE
21600,FALSE,TRUE,0,FALSE,TRUE
20410,FALSE,TRUE,0,FALSE,TRUE
17411,FALSE,TRUE,0,FALSE,TRUE
18074,FALSE,TRUE,0,FALSE,TRUE
13543,FALSE,TRUE,0,FALSE,TRUE
13067,FALSE,TRUE,0,FALSE,TRUE
12716,FALSE,TRUE,0,FALSE,TRUE
11542,FALSE,TRUE,0,FALSE,TRUE
20381,FALSE,TRUE,0,FALSE,TRUE
15519,FALSE,TRUE,0,FALSE,TRUE
16837,FALSE,TRUE,0,FALSE,TRUE
17021,FALSE,TRUE,0,FALSE,TRUE
17123,FALSE,TRUE,0,FALSE,TRUE
15367,FALSE,TRUE,0,FALSE,TRUE
15073,FALSE,TRUE,0,FALSE,TRUE
13438,FALSE,TRUE,0,FALSE,TRUE
32663,FALSE,FALSE,0,FALSE,TRUE
27540,FALSE,FALSE,0,FALSE,TRUE
22268,FALSE,FALSE,0,FALSE,TRUE
20322,FALSE,FALSE,0,FALSE,TRUE
17699,FALSE,FALSE,0,FALSE,TRUE
16101,FALSE,FALSE,0,FALSE,TRUE
13440,FALSE,FALSE,0,FALSE,TRUE
15430,FALSE,FALSE,0,FALSE,TRUE
21644,FALSE,FALSE,0,FALSE,TRUE
24358,FALSE,FALSE,0,FALSE,TRUE
17241,FALSE,FALSE,0,FALSE,TRUE
16720,FALSE,FALSE,0,FALSE,TRUE
13279,FALSE,FALSE,0,FALSE,TRUE
11886,FALSE,FALSE,0,FALSE,TRUE
12874,FALSE,FALSE,0,FALSE,TRUE
11884,FALSE,FALSE,0,FALSE,TRUE
14114,FALSE,FALSE,0,FALSE,TRUE
13206,FALSE,FALSE,0,FALSE,TRUE
12105,FALSE,FALSE,0,FALSE,TRUE
13137,FALSE,FALSE,0,FALSE,TRUE
11594,FALSE,FALSE,0,FALSE,TRUE
11781,FALSE,FALSE,0,FALSE,TRUE
10399,FALSE,FALSE,0,FALSE,TRUE
10410,FALSE,FALSE,0,FALSE,TRUE
44181,FALSE,FALSE,0,FALSE,TRUE
34594,FALSE,FALSE,0,FALSE,TRUE
27291,FALSE,FALSE,0,FALSE,TRUE
26815,FALSE,FALSE,0,FALSE,TRUE
21297,FALSE,FALSE,0,FALSE,TRUE
16930,FALSE,FALSE,0,FALSE,TRUE
15638,FALSE,FALSE,0,FALSE,TRUE
13439,FALSE,FALSE,0,FALSE,TRUE
19367,FALSE,FALSE,0,FALSE,TRUE
18292,FALSE,FALSE,0,FALSE,TRUE
14602,FALSE,FALSE,0,FALSE,TRUE
14457,FALSE,FALSE,0,FALSE,TRUE
12465,FALSE,FALSE,0,FALSE,TRUE
12085,FALSE,FALSE,0,FALSE,TRUE
11718,FALSE,FALSE,0,FALSE,TRUE
10241,FALSE,FALSE,0,FALSE,TRUE
11095,FALSE,FALSE,0,FALSE,TRUE
9700,FALSE,FALSE,0,FALSE,TRUE
10702,FALSE,FALSE,0,FALSE,TRUE
12337,FALSE,FALSE,0,FALSE,TRUE
9762,FALSE,FALSE,0,FALSE,TRUE
8935,FALSE,FALSE,0,FALSE,TRUE
9327,FALSE,FALSE,0,FALSE,TRUE
8795,FALSE,FALSE,0,FALSE,TRUE
40818,FALSE,FALSE,0.002,FALSE,TRUE
33753,FALSE,FALSE,0.002,FALSE,TRUE
32299,FALSE,FALSE,0.002,FALSE,TRUE
24997,FALSE,FALSE,0.002,FALSE,TRUE
24264,FALSE,FALSE,0.002,FALSE,TRUE
19377,FALSE,FALSE,0.002,FALSE,TRUE
18214,FALSE,FALSE,0.002,FALSE,TRUE
18582,FALSE,FALSE,0.002,FALSE,TRUE
32194,FALSE,FALSE,0.002,FALSE,TRUE
18649,FALSE,FALSE,0.002,FALSE,TRUE
18404,FALSE,FALSE,0.002,FALSE,TRUE
21752,FALSE,FALSE,0.002,FALSE,TRUE
19438,FALSE,FALSE,0.002,FALSE,TRUE
15423,FALSE,FALSE,0.002,FALSE,TRUE
18932,FALSE,FALSE,0.002,FALSE,TRUE
13048,FALSE,FALSE,0.002,FALSE,TRUE
15362,FALSE,FALSE,0.002,FALSE,TRUE
12916,FALSE,FALSE,0.002,FALSE,TRUE
13007,FALSE,FALSE,0.002,FALSE,TRUE
14815,FALSE,FALSE,0.002,FALSE,TRUE
12203,FALSE,FALSE,0.002,FALSE,TRUE
10658,FALSE,FALSE,0.002,FALSE,TRUE
11208,FALSE,FALSE,0.002,FALSE,TRUE
12944,FALSE,FALSE,0.002,FALSE,TRUE
45775,FALSE,FALSE,0.002,FALSE,TRUE
34367,FALSE,FALSE,0.002,FALSE,TRUE
34332,FALSE,FALSE,0.002,FALSE,TRUE
28637,FALSE,FALSE,0.002,FALSE,TRUE
29118,FALSE,FALSE,0.002,FALSE,TRUE
20322,FALSE,FALSE,0.002,FALSE,TRUE
21326,FALSE,FALSE,0.002,FALSE,TRUE
18524,FALSE,FALSE,0.002,FALSE,TRUE
24770,FALSE,FALSE,0.002,FALSE,TRUE
25178,FALSE,FALSE,0.002,FALSE,TRUE
23157,FALSE,FALSE,0.002,FALSE,TRUE
17221,FALSE,FALSE,0.002,FALSE,TRUE
17279,FALSE,FALSE,0.002,FALSE,TRUE
13362,FALSE,FALSE,0.002,FALSE,TRUE
13726,FALSE,FALSE,0.002,FALSE,TRUE
15135,FALSE,FALSE,0.002,FALSE,TRUE
15507,FALSE,FALSE,0.002,FALSE,TRUE
18649,FALSE,FALSE,0.002,FALSE,TRUE
16683,FALSE,FALSE,0.002,FALSE,TRUE
14769,FALSE,FALSE,0.002,FALSE,TRUE
13704,FALSE,FALSE,0.002,FALSE,TRUE
12610,FALSE,FALSE,0.002,FALSE,TRUE
10614,FALSE,FALSE,0.002,FALSE,TRUE
11831,FALSE,FALSE,0.002,FALSE,TRUE
44620,FALSE,FALSE,1,FALSE,TRUE
40655,FALSE,FALSE,1,FALSE,TRUE
31164,FALSE,FALSE,1,FALSE,TRUE
26365,FALSE,FALSE,1,FALSE,TRUE
22980,FALSE,FALSE,1,FALSE,TRUE
18258,FALSE,FALSE,1,FALSE,TRUE
18439,FALSE,FALSE,1,FALSE,TRUE
16358,FALSE,FALSE,1,FALSE,TRUE
26582,FALSE,FALSE,1,FALSE,TRUE
23323,FALSE,FALSE,1,FALSE,TRUE
17838,FALSE,FALSE,1,FALSE,TRUE
17425,FALSE,FALSE,1,FALSE,TRUE
16216,FALSE,FALSE,1,FALSE,TRUE
14770,FALSE,FALSE,1,FALSE,TRUE
13730,FALSE,FALSE,1,FALSE,TRUE
12588,FALSE,FALSE,1,FALSE,TRUE
15215,FALSE,FALSE,1,FALSE,TRUE
14316,FALSE,FALSE,1,FALSE,TRUE
14666,FALSE,FALSE,1,FALSE,TRUE
14538,FALSE,FALSE,1,FALSE,TRUE
15818,FALSE,FALSE,1,FALSE,TRUE
14205,FALSE,FALSE,1,FALSE,TRUE
13616,FALSE,FALSE,1,FALSE,TRUE
13240,FALSE,FALSE,1,FALSE,TRUE
42819,FALSE,FALSE,1,FALSE,TRUE
30168,FALSE,FALSE,1,FALSE,TRUE
25115,FALSE,FALSE,1,FALSE,TRUE
22468,FALSE,FALSE,1,FALSE,TRUE
24098,FALSE,FALSE,1,FALSE,TRUE
18688,FALSE,FALSE,1,FALSE,TRUE
15001,FALSE,FALSE,1,FALSE,TRUE
13256,FALSE,FALSE,1,FALSE,TRUE
23963,FALSE,FALSE,1,FALSE,TRUE
21830,FALSE,FALSE,1,FALSE,TRUE
19622,FALSE,FALSE,1,FALSE,TRUE
18591,FALSE,FALSE,1,FALSE,TRUE
16033,FALSE,FALSE,1,FALSE,TRUE
12838,FALSE,FALSE,1,FALSE,TRUE
13441,FALSE,FALSE,1,FALSE,TRUE
11967,FALSE,FALSE,1,FALSE,TRUE
16752,FALSE,FALSE,1,FALSE,TRUE
17513,FALSE,FALSE,1,FALSE,TRUE
14994,FALSE,FALSE,1,FALSE,TRUE
14930,FALSE,FALSE,1,FALSE,TRUE
14849,FALSE,FALSE,1,FALSE,TRUE
15359,FALSE,FALSE,1,FALSE,TRUE
14848,FALSE,FALSE,1,FALSE,TRUE
13955,FALSE,FALSE,1,FALSE,TRUE
41389,FALSE,FALSE,20,FALSE,TRUE
36565,FALSE,FALSE,20,FALSE,TRUE
29843,FALSE,FALSE,20,FALSE,TRUE
22723,FALSE,FALSE,20,FALSE,TRUE
24865,FALSE,FALSE,20,FALSE,TRUE
20556,FALSE,FALSE,20,FALSE,TRUE
22374,FALSE,FALSE,20,FALSE,TRUE
22956,FALSE,FALSE,20,FALSE,TRUE
25357,FALSE,FALSE,20,FALSE,TRUE
23271,FALSE,FALSE,20,FALSE,TRUE
25022,FALSE,FALSE,20,FALSE,TRUE
21122,FALSE,FALSE,20,FALSE,TRUE
20522,FALSE,FALSE,20,FALSE,TRUE
14039,FALSE,FALSE,20,FALSE,TRUE
13509,FALSE,FALSE,20,FALSE,TRUE
13847,FALSE,FALSE,20,FALSE,TRUE
20019,FALSE,FALSE,20,FALSE,TRUE
17218,FALSE,FALSE,20,FALSE,TRUE
18627,FALSE,FALSE,20,FALSE,TRUE
16952,FALSE,FALSE,20,FALSE,TRUE
16768,FALSE,FALSE,20,FALSE,TRUE
13749,FALSE,FALSE,20,FALSE,TRUE
14812,FALSE,FALSE,20,FALSE,TRUE
13852,FALSE,FALSE,20,FALSE,TRUE
57071,FALSE,FALSE,20,FALSE,TRUE
46858,FALSE,FALSE,20,FALSE,TRUE
40530,FALSE,FALSE,20,FALSE,TRUE
40056,FALSE,FALSE,20,FALSE,TRUE
32621,FALSE,FALSE,20,FALSE,TRUE
30177,FALSE,FALSE,20,FALSE,TRUE
18979,FALSE,FALSE,20,FALSE,TRUE
18401,FALSE,FALSE,20,FALSE,TRUE
24819,FALSE,FALSE,20,FALSE,TRUE
24245,FALSE,FALSE,20,FALSE,TRUE
22047,FALSE,FALSE,20,FALSE,TRUE
25602,FALSE,FALSE,20,FALSE,TRUE
17185,FALSE,FALSE,20,FALSE,TRUE
13915,FALSE,FALSE,20,FALSE,TRUE
13081,FALSE,FALSE,20,FALSE,TRUE
13273,FALSE,FALSE,20,FALSE,TRUE
16360,FALSE,FALSE,20,FALSE,TRUE
15271,FALSE,FALSE,20,FALSE,TRUE
14697,FALSE,FALSE,20,FALSE,TRUE
25164,FALSE,FALSE,20,FALSE,TRUE
17402,FALSE,FALSE,20,FALSE,TRUE
13370,FALSE,FALSE,20,FALSE,TRUE
13337,FALSE,FALSE,20,FALSE,TRUE
42617,FALSE,FALSE,20,FALSE,TRUE
